trigger_id,ticker,sector,side,date,snap_t,entry_px,horizon_D,variant,exit_dt,exit_px,holding_days,outcome,bps_gross,bps_net_s1,bps_net_s1_on
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,0,VWAP_TOUCH,2023-12-20 15:25:00,169.750000,0,FORCE_CLOSE_NO_TOUCH,-207.6723,-237.6723,-237.6723
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,0,CLOSE,2023-12-20 15:25:00,169.750000,0,FORCED_CLOSE,-207.6723,-237.6723,-237.6723
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,1,VWAP_TOUCH,2023-12-21 09:20:00,169.450002,1,VWAP_TOUCH,-224.9783,-254.9783,-259.9783
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,1,CLOSE,2023-12-21 15:25:00,169.899993,1,FORCED_CLOSE,-199.0197,-229.0197,-234.0197
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,2,VWAP_TOUCH,2023-12-21 09:20:00,169.450002,1,VWAP_TOUCH,-224.9783,-254.9783,-259.9783
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,2,CLOSE,2023-12-22 15:25:00,172.000000,2,FORCED_CLOSE,-77.8771,-107.8771,-117.8771
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,3,VWAP_TOUCH,2023-12-21 09:20:00,169.450002,1,VWAP_TOUCH,-224.9783,-254.9783,-259.9783
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,3,CLOSE,2023-12-26 15:25:00,174.399993,3,FORCED_CLOSE,60.5707,30.5707,15.5707
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,4,VWAP_TOUCH,2023-12-21 09:20:00,169.450002,1,VWAP_TOUCH,-224.9783,-254.9783,-259.9783
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,4,CLOSE,2023-12-27 15:25:00,174.500000,4,FORCED_CLOSE,66.3398,36.3398,16.3398
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,5,VWAP_TOUCH,2023-12-21 09:20:00,169.450002,1,VWAP_TOUCH,-224.9783,-254.9783,-259.9783
,ASHOKLEY,Autos,LONG,2023-12-20,13:30:00,173.350000,5,CLOSE,2023-12-28 15:25:00,175.500000,5,FORCED_CLOSE,124.0265,94.0265,69.0265
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,0,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,0,CLOSE,2021-06-22 15:25:00,12138.000000,0,FORCED_CLOSE,-4.4472,-34.4472,-34.4472
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,1,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,1,CLOSE,2021-06-23 15:25:00,12282.250000,1,FORCED_CLOSE,114.3416,84.3416,79.3416
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,2,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,2,CLOSE,2021-06-24 15:25:00,12333.250000,2,FORCED_CLOSE,156.3397,126.3397,116.3397
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,3,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,3,CLOSE,2021-06-25 15:25:00,12486.599609,3,FORCED_CLOSE,282.6220,252.6220,237.6220
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,4,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,4,CLOSE,2021-06-28 15:25:00,12377.900390,4,FORCED_CLOSE,193.1090,163.1090,143.1090
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,5,VWAP_TOUCH,2021-06-22 13:00:00,12178.538773,0,VWAP_TOUCH,28.9362,-1.0638,-1.0638
,BAJAJFINSV,Insurance,LONG,2021-06-22,11:30:00,12143.400400,5,CLOSE,2021-06-29 15:25:00,12299.900390,5,FORCED_CLOSE,128.8766,98.8766,73.8766
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,0,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,0,CLOSE,2021-06-23 15:25:00,12282.250000,0,FORCED_CLOSE,-55.8785,-85.8785,-85.8785
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,1,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,1,CLOSE,2021-06-24 15:25:00,12333.250000,1,FORCED_CLOSE,-97.6339,-127.6339,-132.6339
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,2,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,2,CLOSE,2021-06-25 15:25:00,12486.599609,2,FORCED_CLOSE,-223.1862,-253.1862,-263.1862
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,3,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,3,CLOSE,2021-06-28 15:25:00,12377.900390,3,FORCED_CLOSE,-134.1906,-164.1906,-179.1906
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,4,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,4,CLOSE,2021-06-29 15:25:00,12299.900390,4,FORCED_CLOSE,-70.3294,-100.3294,-120.3294
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,5,VWAP_TOUCH,2021-06-23 12:00:00,12160.605287,0,VWAP_TOUCH,43.7160,13.7160,13.7160
,BAJAJFINSV,Insurance,SHORT,2021-06-23,11:30:00,12214.000000,5,CLOSE,2021-06-30 15:25:00,12076.200195,5,FORCED_CLOSE,112.8212,82.8212,57.8212
